date,hour,sales,profit,region,state,category,type,caffeination
3/30/2010,10,125,4,Central,OH,Coffee,Decaf Irish Cream,Decaf
3/4/2010,11,210,68,Central,OH,Tea,Darjeeling,Regular
3/28/2010,12,214,74,Central,OH,Tea,Earl Grey,Regular
3/18/2010,13,129,15,Central,OH,Espresso,Decaf Espresso,Decaf
3/14/2010,14,325,94,Central,OH,Espresso,Caffe Mocha,Regular
3/5/2010,15,53,15,Central,OH,Herbal Tea,Chamomile,Decaf
3/8/2010,16,79,28,Central,OH,Herbal Tea,Lemon,Decaf
3/14/2010,17,120,13,Central,WI,Coffee,Amaretto,Regular
3/17/2010,18,227,17,Central,WI,Coffee,Columbian,Regular
3/11/2010,19,188,55,Central,WI,Coffee,Decaf Irish Cream,Decaf
3/24/2010,20,129,38,Central,WI,Tea,Darjeeling,Regular
3/28/2010,21,150,1,Central,WI,Tea,Earl Grey,Regular
3/23/2010,22,112,34,Central,WI,Espresso,Decaf Espresso,Decaf
3/13/2010,23,155,41,Central,WI,Espresso,Caffe Mocha,Regular
3/19/2010,0,167,63,Central,WI,Herbal Tea,Chamomile,Decaf
3/20/2010,1,121,47,Central,WI,Herbal Tea,Lemon,Decaf
3/4/2010,2,121,47,East,CT,Tea,Darjeeling,Regular
3/16/2010,3,62,18,East,CT,Tea,Green Tea,Regular
3/10/2010,4,124,26,East,CT,Espresso,Decaf Espresso,Decaf
3/18/2010,5,150,0,East,CT,Espresso,Caffe Mocha,Regular
3/30/2010,6,309,114,East,CT,Coffee,Columbian,Regular
3/14/2010,7,189,39,East,CT,Herbal Tea,Lemon,Decaf
3/2/2010,8,163,46,East,CT,Herbal Tea,Mint,Decaf
3/29/2010,9,81,27,East,FL,Tea,Darjeeling,Regular
3/29/2010,10,121,47,East,FL,Tea,Green Tea,Regular
3/12/2010,11,188,54,East,FL,Espresso,Decaf Espresso,Decaf
3/9/2010,12,227,17,East,FL,Espresso,Caffe Mocha,Regular
3/25/2010,13,214,74,East,FL,Coffee,Decaf Irish Cream,Decaf
3/16/2010,14,210,67,East,FL,Coffee,Columbian,Regular
3/18/2010,15,112,35,East,FL,Herbal Tea,Chamomile,Decaf
3/22/2010,16,120,12,East,FL,Herbal Tea,Lemon,Decaf
3/3/2010,17,155,40,East,FL,Herbal Tea,Mint,Decaf
3/28/2010,18,79,28,East,MA,Tea,Darjeeling,Regular
3/30/2010,19,53,15,East,MA,Tea,Green Tea,Regular
3/3/2010,20,325,94,East,MA,Espresso,Regular Espresso,Regular
3/27/2010,21,125,4,East,MA,Espresso,Caffe Mocha,Regular
3/29/2010,22,492,366,East,MA,Coffee,Columbian,Regular
3/1/2010,23,129,16,East,MA,Herbal Tea,Lemon,Decaf
3/17/2010,0,45,11,East,NH,Tea,Darjeeling,Regular
3/21/2010,1,43,32,East,NH,Tea,Green Tea,Regular
3/12/2010,2,75,4,East,NH,Espresso,Regular Espresso,Regular
3/21/2010,3,107,7,East,NH,Espresso,Caffe Mocha,Regular
3/24/2010,4,107,29,East,NH,Coffee,Amaretto,Regular
3/18/2010,5,119,26,East,NH,Coffee,Columbian,Regular
3/20/2010,6,75,3,East,NH,Herbal Tea,Lemon,Decaf
3/9/2010,7,234,102,East,NY,Tea,Darjeeling,Regular
3/27/2010,8,213,91,East,NY,Tea,Earl Grey,Regular
3/14/2010,9,198,83,East,NY,Tea,Green Tea,Regular
3/20/2010,10,63,208,East,NY,Espresso,Caffe Mocha,Regular
3/26/2010,11,523,194,East,NY,Espresso,Regular Espresso,Regular
3/9/2010,12,675,259,East,NY,Coffee,Columbian,Regular
3/13/2010,13,513,141,East,NY,Herbal Tea,Lemon,Decaf
3/18/2010,14,182,119,East,NY,Herbal Tea,Mint,Decaf
3/14/2010,15,150,1,South,LA,Espresso,Caffe Latte,Regular
3/3/2010,16,167,63,South,LA,Espresso,Caffe Mocha,Regular
3/24/2010,17,129,38,South,LA,Espresso,Decaf Espresso,Decaf
3/2/2010,18,110,34,South,LA,Herbal Tea,Chamomile,Decaf
3/14/2010,19,189,39,South,LA,Herbal Tea,Lemon,Decaf
3/2/2010,20,121,47,South,LA,Coffee,Decaf Irish Cream,Decaf
3/31/2010,21,82,29,South,LA,Coffee,Columbian,Regular
3/17/2010,22,75,3,South,NM,Espresso,Caffe Latte,Regular
3/29/2010,23,107,7,South,NM,Espresso,Caffe Mocha,Regular
3/12/2010,0,85,11,South,NM,Espresso,Decaf Espresso,Decaf
3/28/2010,1,45,10,South,NM,Herbal Tea,Chamomile,Decaf
3/8/2010,2,63,5,South,NM,Herbal Tea,Lemon,Decaf
3/29/2010,3,106,33,South,NM,Coffee,Decaf Irish Cream,Decaf
3/28/2010,4,119,26,South,NM,Coffee,Columbian,Regular
3/13/2010,5,214,74,South,OK,Espresso,Caffe Latte,Regular
3/20/2010,6,53,15,South,OK,Espresso,Caffe Mocha,Regular
3/18/2010,7,210,68,South,OK,Espresso,Decaf Espresso,Decaf
3/28/2010,8,120,13,South,OK,Herbal Tea,Chamomile,Decaf
3/7/2010,9,227,17,South,OK,Herbal Tea,Lemon,Decaf
3/1/2010,10,79,27,South,OK,Coffee,Decaf Irish Cream,Decaf
3/28/2010,11,98,29,South,OK,Coffee,Columbian,Regular
3/8/2010,12,180,54,South,TX,Espresso,Caffe Latte,Regular
3/8/2010,13,213,91,South,TX,Espresso,Caffe Mocha,Regular
3/20/2010,14,198,84,South,TX,Espresso,Decaf Espresso,Decaf
3/10/2010,15,134,31,South,TX,Herbal Tea,Chamomile,Decaf
3/26/2010,16,121,35,South,TX,Herbal Tea,Lemon,Decaf
3/28/2010,17,193,70,South,TX,Coffee,Decaf Irish Cream,Decaf
3/30/2010,18,467,166,South,TX,Coffee,Columbian,Regular
3/13/2010,19,118,45,West,UT,Espresso,Caffe Latte,Regular
3/25/2010,20,110,34,West,UT,Espresso,Caffe Mocha,Regular
3/5/2010,21,121,47,West,UT,Espresso,Decaf Espresso,Decaf
3/20/2010,22,189,38,West,UT,Coffee,Decaf Irish Cream,Decaf
3/22/2010,23,107,28,West,UT,Herbal Tea,Chamomile,Decaf
3/3/2010,0,119,26,West,UT,Herbal Tea,Lemon,Decaf
3/17/2010,1,106,32,West,UT,Herbal Tea,Mint,Decaf
3/28/2010,2,107,7,West,UT,Tea,Darjeeling,Regular
3/9/2010,3,85,10,West,UT,Tea,Earl Grey,Regular
3/8/2010,4,75,4,West,UT,Tea,Green Tea,Regular
3/27/2010,5,163,45,West,UT,Coffee,Amaretto,Regular
3/16/2010,6,124,26,West,UT,Coffee,Columbian,Regular
3/5/2010,7,478,149,West,CA,Espresso,Caffe Latte,Regular
3/8/2010,8,298,27,West,CA,Espresso,Caffe Mocha,Regular
3/21/2010,9,567,211,West,CA,Espresso,Decaf Espresso,Decaf
3/18/2010,10,127,121,West,CA,Coffee,Decaf Irish Cream,Decaf
3/10/2010,11,234,101,West,CA,Herbal Tea,Chamomile,Decaf
3/20/2010,12,467,165,West,CA,Herbal Tea,Lemon,Decaf
3/23/2010,13,193,69,West,CA,Herbal Tea,Mint,Decaf
3/9/2010,14,213,91,West,CA,Tea,Darjeeling,Regular
3/13/2010,15,198,84,West,CA,Tea,Earl Grey,Regular
3/12/2010,16,180,54,West,CA,Tea,Green Tea,Regular
3/25/2010,17,125,41,West,CA,Coffee,Amaretto,Regular
3/5/2010,18,675,259,West,CA,Coffee,Columbian,Regular
3/28/2010,19,43,31,West,NV,Espresso,Caffe Latte,Regular
3/9/2010,20,45,10,West,NV,Espresso,Caffe Mocha,Regular
3/16/2010,21,41,10,West,NV,Espresso,Decaf Espresso,Decaf
3/25/2010,22,63,6,West,NV,Coffee,Decaf Irish Cream,Decaf
3/21/2010,23,298,27,West,NV,Herbal Tea,Chamomile,Decaf
3/5/2010,0,367,119,West,NV,Herbal Tea,Lemon,Decaf
3/22/2010,1,267,102,West,NV,Herbal Tea,Mint,Decaf
3/4/2010,2,567,212,West,NV,Tea,Darjeeling,Regular
3/30/2010,3,478,148,West,NV,Tea,Earl Grey,Regular
3/28/2010,4,32,340,West,NV,Tea,Green Tea,Regular
3/16/2010,5,75,4,West,NV,Coffee,Columbian,Regular
3/22/2010,6,129,15,West,OR,Espresso,Caffe Latte,Regular
3/31/2010,7,134,32,West,OR,Espresso,Caffe Mocha,Regular
3/4/2010,8,325,94,West,OR,Espresso,Decaf Espresso,Decaf
3/24/2010,9,121,34,West,OR,Coffee,Decaf Irish Cream,Decaf
3/26/2010,10,92,33,West,OR,Herbal Tea,Chamomile,Decaf
3/25/2010,11,98,29,West,OR,Herbal Tea,Lemon,Decaf
3/6/2010,12,53,16,West,OR,Tea,Darjeeling,Regular
3/14/2010,13,210,68,West,OR,Tea,Earl Grey,Regular
3/1/2010,14,214,74,West,OR,Tea,Green Tea,Regular
3/11/2010,15,125,3,West,OR,Coffee,Amaretto,Regular
3/5/2010,16,149,24,West,OR,Coffee,Columbian,Regular
3/14/2010,17,112,35,West,WA,Espresso,Caffe Latte,Regular
3/18/2010,18,120,12,West,WA,Espresso,Caffe Mocha,Regular
3/25/2010,19,155,40,West,WA,Espresso,Decaf Espresso,Decaf
3/14/2010,20,227,16,West,WA,Coffee,Decaf Irish Cream,Decaf
3/17/2010,21,309,115,West,WA,Herbal Tea,Chamomile,Decaf
3/29/2010,22,82,29,West,WA,Herbal Tea,Lemon,Decaf
3/28/2010,23,167,62,West,WA,Tea,Darjeeling,Regular
3/17/2010,0,129,38,West,WA,Tea,Earl Grey,Regular
3/28/2010,1,150,0,West,WA,Tea,Green Tea,Regular
3/2/2010,2,150,48,West,WA,Coffee,Columbian,Regular
4/25/2010,3,223,96,Central,CO,Coffee,Amaretto,Regular
4/11/2010,4,178,63,Central,CO,Coffee,Columbian,Regular
4/7/2010,5,121,13,Central,CO,Tea,Darjeeling,Regular
4/25/2010,6,138,34,Central,CO,Tea,Earl Grey,Regular
4/11/2010,7,106,32,Central,CO,Tea,Green Tea,Regular
4/5/2010,8,198,84,Central,CO,Espresso,Caffe Mocha,Regular
4/1/2010,9,170,48,Central,CO,Espresso,Decaf Espresso,Decaf
4/29/2010,10,245,105,Central,CO,Coffee,Decaf Irish Cream,Decaf
4/21/2010,11,325,94,Central,CO,Herbal Tea,Chamomile,Decaf
4/26/2010,12,125,4,Central,CO,Herbal Tea,Lemon,Decaf
4/29/2010,13,129,29,Central,CO,Herbal Tea,Mint,Decaf
4/21/2010,14,456,156,Central,IL,Coffee,Columbian,Regular
4/28/2010,15,198,83,Central,IL,Tea,Darjeeling,Regular
4/8/2010,16,170,49,Central,IL,Tea,Earl Grey,Regular
4/27/2010,17,587,220,Central,IL,Espresso,Caffe Mocha,Regular
4/28/2010,18,478,149,Central,IL,Espresso,Decaf Espresso,Decaf
4/10/2010,19,301,116,Central,IL,Coffee,Decaf Irish Cream,Decaf
4/3/2010,20,223,95,Central,IL,Herbal Tea,Chamomile,Decaf
4/24/2010,21,178,62,Central,IL,Herbal Tea,Lemon,Decaf
4/3/2010,22,245,106,Central,IL,Herbal Tea,Mint,Decaf
4/22/2010,23,47,11,Central,IA,Coffee,Amaretto,Regular
4/14/2010,0,478,148,Central,IA,Tea,Darjeeling,Regular
4/20/2010,1,578,186,Central,IA,Tea,Earl Grey,Regular
4/6/2010,2,43,10,Central,IA,Espresso,Caffe Mocha,Regular
4/16/2010,3,43,32,Central,IA,Espresso,Decaf Espresso,Decaf
4/20/2010,4,61,3,Central,IA,Coffee,Columbian,Regular
4/1/2010,5,49,9,Central,IA,Coffee,Decaf Irish Cream,Decaf
4/15/2010,6,587,220,Central,IA,Herbal Tea,Chamomile,Decaf
4/27/2010,7,301,115,Central,IA,Herbal Tea,Lemon,Decaf
4/4/2010,8,88,11,Central,MO,Tea,Darjeeling,Regular
4/14/2010,9,65,9,Central,MO,Tea,Earl Grey,Regular
4/20/2010,10,79,2,Central,MO,Tea,Green Tea,Regular
4/9/2010,11,115,43,Central,MO,Espresso,Caffe Mocha,Regular
4/29/2010,12,112,44,Central,MO,Espresso,Decaf Espresso,Decaf
4/21/2010,13,178,35,Central,MO,Coffee,Columbian,Regular
4/7/2010,14,167,47,Central,MO,Coffee,Decaf Irish Cream,Decaf
4/17/2010,15,107,6,Central,MO,Herbal Tea,Chamomile,Decaf
4/27/2010,16,133,12,Central,MO,Herbal Tea,Lemon,Decaf
4/17/2010,17,222,73,Central,OH,Tea,Darjeeling,Regular
4/23/2010,18,267,97,Central,OH,Tea,Earl Grey,Regular
4/27/2010,19,325,93,Central,OH,Espresso,Caffe Mocha,Regular
4/26/2010,20,121,13,Central,OH,Espresso,Decaf Espresso,Decaf
4/4/2010,21,129,28,Central,OH,Coffee,Amaretto,Regular
4/6/2010,22,107,27,Central,OH,Coffee,Columbian,Regular
4/5/2010,23,125,3,Central,OH,Coffee,Decaf Irish Cream,Decaf
4/1/2010,0,53,16,Central,OH,Herbal Tea,Chamomile,Decaf
4/1/2010,1,75,26,Central,OH,Herbal Tea,Lemon,Decaf
4/18/2010,2,114,31,Central,WI,Tea,Darjeeling,Regular
4/19/2010,3,150,1,Central,WI,Tea,Earl Grey,Regular
4/28/2010,4,151,39,Central,WI,Espresso,Caffe Mocha,Regular
4/23/2010,5,103,32,Central,WI,Espresso,Decaf Espresso,Decaf
4/10/2010,6,127,16,Central,WI,Coffee,Amaretto,Regular
4/15/2010,7,227,17,Central,WI,Coffee,Columbian,Regular
4/8/2010,8,195,58,Central,WI,Coffee,Decaf Irish Cream,Decaf
4/22/2010,9,133,46,Central,WI,Herbal Tea,Chamomile,Decaf
4/4/2010,10,121,47,Central,WI,Herbal Tea,Lemon,Decaf
4/23/2010,11,115,43,East,CT,Tea,Darjeeling,Regular
4/25/2010,12,62,18,East,CT,Tea,Green Tea,Regular
4/23/2010,13,150,0,East,CT,Espresso,Caffe Mocha,Regular
4/11/2010,14,119,24,East,CT,Espresso,Decaf Espresso,Decaf
4/18/2010,15,292,107,East,CT,Coffee,Columbian,Regular
4/15/2010,16,178,34,East,CT,Herbal Tea,Lemon,Decaf
4/3/2010,17,167,46,East,CT,Herbal Tea,Mint,Decaf
4/25/2010,18,85,30,East,FL,Tea,Darjeeling,Regular
4/21/2010,19,121,47,East,FL,Tea,Green Tea,Regular
4/9/2010,20,227,17,East,FL,Espresso,Caffe Mocha,Regular
4/30/2010,21,195,58,East,FL,Espresso,Decaf Espresso,Decaf
4/6/2010,22,222,73,East,FL,Coffee,Columbian,Regular
4/9/2010,23,267,98,East,FL,Coffee,Decaf Irish Cream,Decaf
4/13/2010,0,103,31,East,FL,Herbal Tea,Chamomile,Decaf
4/8/2010,1,127,15,East,FL,Herbal Tea,Lemon,Decaf
4/6/2010,2,151,39,East,FL,Herbal Tea,Mint,Decaf
4/22/2010,3,75,26,East,MA,Tea,Darjeeling,Regular
4/6/2010,4,53,16,East,MA,Tea,Green Tea,Regular
4/16/2010,5,117,12,East,MA,Espresso,Caffe Mocha,Regular
4/9/2010,6,325,94,East,MA,Espresso,Regular Espresso,Regular
4/14/2010,7,519,397,East,MA,Coffee,Columbian,Regular
4/28/2010,8,121,13,East,MA,Herbal Tea,Lemon,Decaf
4/7/2010,9,47,12,East,NH,Tea,Darjeeling,Regular
4/1/2010,10,43,32,East,NH,Tea,Green Tea,Regular
4/28/2010,11,107,6,East,NH,Espresso,Caffe Mocha,Regular
4/21/2010,12,65,9,East,NH,Espresso,Regular Espresso,Regular
4/16/2010,13,121,33,East,NH,Coffee,Amaretto,Regular
4/16/2010,14,125,27,East,NH,Coffee,Columbian,Regular
4/4/2010,15,79,3,East,NH,Herbal Tea,Lemon,Decaf
4/30/2010,16,245,105,East,NY,Tea,Darjeeling,Regular
4/11/2010,17,223,95,East,NY,Tea,Earl Grey,Regular
4/19/2010,18,198,83,East,NY,Tea,Green Tea,Regular
4/12/2010,19,66,205,East,NY,Espresso,Caffe Mocha,Regular
4/1/2010,20,564,235,East,NY,Espresso,Regular Espresso,Regular
4/17/2010,21,712,276,East,NY,Coffee,Columbian,Regular
4/16/2010,22,638,247,East,NY,Herbal Tea,Lemon,Decaf
4/8/2010,23,189,105,East,NY,Herbal Tea,Mint,Decaf
4/2/2010,0,150,1,South,LA,Espresso,Caffe Latte,Regular
4/26/2010,1,133,45,South,LA,Espresso,Caffe Mocha,Regular
4/2/2010,2,114,31,South,LA,Espresso,Decaf Espresso,Decaf
4/10/2010,3,119,38,South,LA,Herbal Tea,Chamomile,Decaf
4/24/2010,4,178,35,South,LA,Herbal Tea,Lemon,Decaf
4/30/2010,5,86,30,South,LA,Coffee,Columbian,Regular
4/18/2010,6,121,48,South,LA,Coffee,Decaf Irish Cream,Decaf
4/24/2010,7,65,9,South,NM,Espresso,Caffe Latte,Regular
4/22/2010,8,107,6,South,NM,Espresso,Caffe Mocha,Regular
4/20/2010,9,88,12,South,NM,Espresso,Decaf Espresso,Decaf
4/20/2010,10,47,12,South,NM,Herbal Tea,Chamomile,Decaf
4/29/2010,11,61,3,South,NM,Herbal Tea,Lemon,Decaf
4/17/2010,12,125,27,South,NM,Coffee,Columbian,Regular
4/12/2010,13,133,11,South,NM,Coffee,Decaf Irish Cream,Decaf
4/21/2010,14,222,74,South,OK,Espresso,Decaf Espresso,Decaf
4/14/2010,15,267,98,South,OK,Espresso,Caffe Latte,Regular
4/4/2010,16,53,16,South,OK,Espresso,Caffe Mocha,Regular
4/14/2010,17,127,15,South,OK,Herbal Tea,Chamomile,Decaf
4/17/2010,18,227,16,South,OK,Herbal Tea,Lemon,Decaf
4/12/2010,19,106,33,South,OK,Coffee,Columbian,Regular
4/12/2010,20,75,25,South,OK,Coffee,Decaf Irish Cream,Decaf
4/23/2010,21,198,84,South,TX,Espresso,Decaf Espresso,Decaf
4/16/2010,22,170,48,South,TX,Espresso,Caffe Latte,Regular
4/15/2010,23,223,96,South,TX,Espresso,Caffe Mocha,Regular
4/3/2010,0,129,28,South,TX,Herbal Tea,Chamomile,Decaf
4/8/2010,1,107,27,South,TX,Herbal Tea,Lemon,Decaf
4/14/2010,2,456,161,South,TX,Coffee,Columbian,Regular
4/20/2010,3,178,63,South,TX,Coffee,Decaf Irish Cream,Decaf
4/22/2010,4,119,37,West,UT,Espresso,Caffe Mocha,Regular
4/30/2010,5,115,43,West,UT,Espresso,Decaf Espresso,Decaf
4/28/2010,6,112,43,West,UT,Espresso,Caffe Latte,Regular
4/3/2010,7,167,47,West,UT,Coffee,Amaretto,Regular
4/29/2010,8,119,25,West,UT,Coffee,Columbian,Regular
4/5/2010,9,178,34,West,UT,Coffee,Decaf Irish Cream,Decaf
4/30/2010,10,121,34,West,UT,Herbal Tea,Chamomile,Decaf
4/18/2010,11,125,28,West,UT,Herbal Tea,Lemon,Decaf
4/8/2010,12,133,11,West,UT,Herbal Tea,Mint,Decaf
4/3/2010,13,107,6,West,UT,Tea,Darjeeling,Regular
4/10/2010,14,88,11,West,UT,Tea,Earl Grey,Regular
4/25/2010,15,65,8,West,UT,Tea,Green Tea,Regular
4/3/2010,16,478,148,West,CA,Espresso,Caffe Latte,Regular
4/11/2010,17,298,26,West,CA,Espresso,Caffe Mocha,Regular
4/4/2010,18,587,220,West,CA,Espresso,Decaf Espresso,Decaf
4/5/2010,19,110,76,West,CA,Coffee,Amaretto,Regular
4/2/2010,20,712,276,West,CA,Coffee,Columbian,Regular
4/22/2010,21,159,141,West,CA,Coffee,Decaf Irish Cream,Decaf
4/3/2010,22,245,106,West,CA,Herbal Tea,Chamomile,Decaf
4/19/2010,23,456,162,West,CA,Herbal Tea,Lemon,Decaf
4/6/2010,0,178,62,West,CA,Herbal Tea,Mint,Decaf
4/20/2010,1,223,96,West,CA,Tea,Darjeeling,Regular
4/15/2010,2,198,83,West,CA,Tea,Earl Grey,Regular
4/9/2010,3,170,48,West,CA,Tea,Green Tea,Regular
4/25/2010,4,43,32,West,NV,Espresso,Caffe Latte,Regular
4/25/2010,5,47,11,West,NV,Espresso,Caffe Mocha,Regular
4/29/2010,6,43,10,West,NV,Espresso,Decaf Espresso,Decaf
4/1/2010,7,79,2,West,NV,Coffee,Columbian,Regular
4/20/2010,8,61,4,West,NV,Coffee,Decaf Irish Cream,Decaf
4/1/2010,9,298,27,West,NV,Herbal Tea,Chamomile,Decaf
4/4/2010,10,456,156,West,NV,Herbal Tea,Lemon,Decaf
4/4/2010,11,301,115,West,NV,Herbal Tea,Mint,Decaf
4/12/2010,12,587,219,West,NV,Tea,Darjeeling,Regular
4/8/2010,13,478,149,West,NV,Tea,Earl Grey,Regular
4/11/2010,14,26,365,West,NV,Tea,Green Tea,Regular
4/8/2010,15,121,13,West,OR,Espresso,Caffe Latte,Regular
4/12/2010,16,129,28,West,OR,Espresso,Caffe Mocha,Regular
4/13/2010,17,325,93,West,OR,Espresso,Decaf Espresso,Decaf
4/20/2010,18,125,3,West,OR,Coffee,Amaretto,Regular
4/24/2010,19,119,8,West,OR,Coffee,Columbian,Regular
4/9/2010,20,87,31,West,OR,Herbal Tea,Chamomile,Decaf
4/26/2010,21,106,32,West,OR,Herbal Tea,Lemon,Decaf
4/23/2010,22,53,15,West,OR,Tea,Darjeeling,Regular
4/25/2010,23,222,73,West,OR,Tea,Earl Grey,Regular
4/6/2010,0,267,98,West,OR,Tea,Green Tea,Regular
4/2/2010,1,107,28,West,OR,Coffee,Decaf Irish Cream,Decaf
4/19/2010,2,103,32,West,WA,Espresso,Caffe Latte,Regular
4/22/2010,3,127,15,West,WA,Espresso,Caffe Mocha,Regular
4/4/2010,4,151,39,West,WA,Espresso,Decaf Espresso,Decaf
4/3/2010,5,169,54,West,WA,Coffee,Columbian,Regular
4/18/2010,6,292,106,West,WA,Herbal Tea,Chamomile,Decaf
4/25/2010,7,86,30,West,WA,Herbal Tea,Lemon,Decaf
4/25/2010,8,133,45,West,WA,Tea,Darjeeling,Regular
4/3/2010,9,114,30,West,WA,Tea,Earl Grey,Regular
4/22/2010,10,150,0,West,WA,Tea,Green Tea,Regular
4/28/2010,11,227,17,West,WA,Coffee,Decaf Irish Cream,Decaf
5/15/2010,12,256,111,Central,CO,Coffee,Amaretto,Regular
5/3/2010,13,190,68,Central,CO,Coffee,Columbian,Regular
5/8/2010,14,118,12,Central,CO,Tea,Darjeeling,Regular
5/23/2010,15,122,27,Central,CO,Tea,Earl Grey,Regular
5/2/2010,16,99,30,Central,CO,Tea,Green Tea,Regular
5/14/2010,17,210,88,Central,CO,Espresso,Caffe Mocha,Regular
5/17/2010,18,160,44,Central,CO,Espresso,Decaf Espresso,Decaf
5/30/2010,19,256,112,Central,CO,Coffee,Decaf Irish Cream,Decaf
5/7/2010,20,298,83,Central,CO,Herbal Tea,Chamomile,Decaf
5/4/2010,21,128,3,Central,CO,Herbal Tea,Lemon,Decaf
5/21/2010,22,123,26,Central,CO,Herbal Tea,Mint,Decaf
5/4/2010,23,465,161,Central,IL,Coffee,Columbian,Regular
5/31/2010,0,210,88,Central,IL,Tea,Darjeeling,Regular
5/8/2010,1,160,44,Central,IL,Tea,Earl Grey,Regular
5/19/2010,2,612,230,Central,IL,Espresso,Caffe Mocha,Regular
5/26/2010,3,521,165,Central,IL,Espresso,Decaf Espresso,Decaf
5/26/2010,4,312,122,Central,IL,Coffee,Decaf Irish Cream,Decaf
5/16/2010,5,256,112,Central,IL,Herbal Tea,Chamomile,Decaf
5/24/2010,6,190,68,Central,IL,Herbal Tea,Lemon,Decaf
5/29/2010,7,256,112,Central,IL,Herbal Tea,Mint,Decaf
5/28/2010,8,49,12,Central,IA,Coffee,Amaretto,Regular
5/7/2010,9,521,165,Central,IA,Tea,Darjeeling,Regular
5/17/2010,10,589,190,Central,IA,Tea,Earl Grey,Regular
5/25/2010,11,49,12,Central,IA,Espresso,Caffe Mocha,Regular
5/7/2010,12,43,31,Central,IA,Espresso,Decaf Espresso,Decaf
5/24/2010,13,68,7,Central,IA,Coffee,Columbian,Regular
5/15/2010,14,52,11,Central,IA,Coffee,Decaf Irish Cream,Decaf
5/19/2010,15,612,231,Central,IA,Herbal Tea,Chamomile,Decaf
5/9/2010,16,312,122,Central,IA,Herbal Tea,Lemon,Decaf
5/3/2010,17,92,14,Central,MO,Tea,Darjeeling,Regular
5/10/2010,18,76,4,Central,MO,Tea,Earl Grey,Regular
5/29/2010,19,81,2,Central,MO,Tea,Green Tea,Regular
5/15/2010,20,109,41,Central,MO,Espresso,Caffe Mocha,Regular
5/9/2010,21,97,36,Central,MO,Espresso,Decaf Espresso,Decaf
5/24/2010,22,173,33,Central,MO,Coffee,Columbian,Regular
5/24/2010,23,148,38,Central,MO,Coffee,Decaf Irish Cream,Decaf
5/1/2010,0,104,8,Central,MO,Herbal Tea,Chamomile,Decaf
5/28/2010,1,136,15,Central,MO,Herbal Tea,Lemon,Decaf
5/25/2010,2,235,79,Central,OH,Tea,Darjeeling,Regular
5/11/2010,3,273,101,Central,OH,Tea,Earl Grey,Regular
5/21/2010,4,298,84,Central,OH,Espresso,Caffe Mocha,Regular
5/10/2010,5,118,11,Central,OH,Espresso,Decaf Espresso,Decaf
5/29/2010,6,123,27,Central,OH,Coffee,Amaretto,Regular
5/9/2010,7,103,24,Central,OH,Coffee,Columbian,Regular
5/6/2010,8,128,2,Central,OH,Coffee,Decaf Irish Cream,Decaf
5/24/2010,9,49,12,Central,OH,Herbal Tea,Chamomile,Decaf
5/15/2010,10,71,23,Central,OH,Herbal Tea,Lemon,Decaf
5/21/2010,11,110,27,Central,WI,Tea,Darjeeling,Regular
5/30/2010,12,154,2,Central,WI,Tea,Earl Grey,Regular
5/10/2010,13,170,47,Central,WI,Espresso,Caffe Mocha,Regular
5/3/2010,14,110,35,Central,WI,Espresso,Decaf Espresso,Decaf
5/25/2010,15,130,17,Central,WI,Coffee,Amaretto,Regular
5/12/2010,16,221,17,Central,WI,Coffee,Columbian,Regular
5/19/2010,17,204,62,Central,WI,Coffee,Decaf Irish Cream,Decaf
5/6/2010,18,130,45,Central,WI,Herbal Tea,Chamomile,Decaf
5/3/2010,19,130,51,Central,WI,Herbal Tea,Lemon,Decaf
5/5/2010,20,109,42,East,CT,Tea,Darjeeling,Regular
5/26/2010,21,57,17,East,CT,Tea,Green Tea,Regular
5/10/2010,22,154,3,East,CT,Espresso,Caffe Mocha,Regular
5/12/2010,23,113,22,East,CT,Espresso,Decaf Espresso,Decaf
5/21/2010,0,275,98,East,CT,Coffee,Columbian,Regular
5/26/2010,1,173,33,East,CT,Herbal Tea,Lemon,Decaf
5/24/2010,2,148,38,East,CT,Herbal Tea,Mint,Decaf
5/12/2010,3,89,32,East,FL,Tea,Darjeeling,Regular
5/6/2010,4,130,52,East,FL,Tea,Green Tea,Regular
5/21/2010,5,221,17,East,FL,Espresso,Caffe Mocha,Regular
5/1/2010,6,204,62,East,FL,Espresso,Decaf Espresso,Decaf
5/9/2010,7,235,78,East,FL,Coffee,Columbian,Regular
5/20/2010,8,273,100,East,FL,Coffee,Decaf Irish Cream,Decaf
5/19/2010,9,110,35,East,FL,Herbal Tea,Chamomile,Decaf
5/11/2010,10,130,17,East,FL,Herbal Tea,Lemon,Decaf
5/31/2010,11,170,47,East,FL,Herbal Tea,Mint,Decaf
5/4/2010,12,71,22,East,MA,Tea,Darjeeling,Regular
5/23/2010,13,49,12,East,MA,Tea,Green Tea,Regular
5/5/2010,14,114,16,East,MA,Espresso,Caffe Mocha,Regular
5/14/2010,15,298,84,East,MA,Espresso,Regular Espresso,Regular
5/26/2010,16,551,434,East,MA,Coffee,Columbian,Regular
5/12/2010,17,118,12,East,MA,Herbal Tea,Lemon,Decaf
5/3/2010,18,49,12,East,NH,Tea,Darjeeling,Regular
5/18/2010,19,43,32,East,NH,Tea,Green Tea,Regular
5/9/2010,20,104,7,East,NH,Espresso,Caffe Mocha,Regular
